id,files_name,start_time,end_time,network,stations_code,channels,classID,class
816,816_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,UBSI,BHN,1,usable
816,816_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,UBSI,BHE,1,usable
816,816_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,UBSI,BHZ,1,usable
817,817_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,WOJI,BHN,1,usable
817,817_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,WOJI,BHE,1,usable
817,817_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,WOJI,BHZ,1,usable
818,818_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,BKJI,BHN,1,usable
818,818_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,BKJI,BHE,1,usable
818,818_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,BKJI,BHZ,1,usable
819,819_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,CSJI,BHN,1,usable
819,819_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,CSJI,BHE,1,usable
819,819_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,CSJI,BHZ,1,usable
820,820_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,GGJI,BHN,1,usable
820,820_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,GGJI,BHE,1,usable
820,820_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,GGJI,BHZ,1,usable
821,821_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JBJI,BHN,1,usable
821,821_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JBJI,BHE,1,usable
821,821_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JBJI,BHZ,1,usable
822,822_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JMBI,BHN,1,usable
822,822_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JMBI,BHE,1,usable
822,822_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JMBI,BHZ,1,usable
823,823_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JPJI,BHN,1,usable
823,823_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JPJI,BHE,1,usable
823,823_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,JPJI,BHZ,1,usable
824,824_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KBBI,BHN,1,usable
824,824_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KBBI,BHE,1,usable
824,824_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KBBI,BHZ,1,usable
825,825_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KLJI,BHN,1,usable
825,825_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KLJI,BHE,1,usable
825,825_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KLJI,BHZ,1,usable
826,826_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KRSI,BHN,1,usable
826,826_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KRSI,BHE,1,usable
826,826_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KRSI,BHZ,1,usable
827,827_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LLSI,BHN,1,usable
827,827_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LLSI,BHE,1,usable
827,827_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LLSI,BHZ,1,usable
828,828_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,TOJI,BHN,1,usable
828,828_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,TOJI,BHE,1,usable
828,828_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,TOJI,BHZ,1,usable
829,829_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,TPTI,BHN,1,usable
829,829_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,TPTI,BHE,1,usable
829,829_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,TPTI,BHZ,1,usable
830,830_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,WLJI,BHN,1,usable
830,830_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,WLJI,BHE,1,usable
830,830_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,WLJI,BHZ,1,usable
831,831_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,IATSM,BHN,1,usable
831,831_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,IATSM,BHE,1,usable
831,831_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,IATSM,BHZ,1,usable
832,832_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KMBFM,BHN,1,usable
832,832_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KMBFM,BHE,1,usable
832,832_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,KMBFM,BHZ,1,usable
833,833_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LBNFM,BHN,1,usable
833,833_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LBNFM,BHE,1,usable
833,833_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LBNFM,BHZ,1,usable
834,834_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LKUCM,BHN,1,usable
834,834_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LKUCM,BHE,1,usable
834,834_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,LKUCM,BHZ,1,usable
835,835_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,PAFM,BHN,1,usable
835,835_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,PAFM,BHE,1,usable
835,835_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,PAFM,BHZ,1,usable
836,836_N,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,UKCM,BHN,1,usable
836,836_E,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,UKCM,BHE,1,usable
836,836_Z,2021-06-01T00:00:00.000000Z,2021-06-30T00:00:00.000000Z,IA,UKCM,BHZ,1,usable
837,837_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BASI,BHN,1,usable
837,837_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BASI,BHE,1,usable
837,837_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BASI,BHZ,1,usable
840,840_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BWJI,BHN,1,usable
840,840_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BWJI,BHE,1,usable
840,840_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BWJI,BHZ,1,usable
841,841_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,CNJI,BHN,1,usable
841,841_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,CNJI,BHE,1,usable
841,841_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,CNJI,BHZ,1,usable
842,842_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,EDFI,BHN,1,usable
842,842_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,EDFI,BHE,1,usable
842,842_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,EDFI,BHZ,1,usable
843,843_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,ERPI,BHN,1,usable
843,843_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,ERPI,BHE,1,usable
843,843_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,ERPI,BHZ,1,usable
844,844_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JAY,BHN,1,usable
844,844_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JAY,BHE,1,usable
844,844_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JAY,BHZ,1,usable
845,845_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KKSI,BHN,1,usable
845,845_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KKSI,BHE,1,usable
845,845_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KKSI,BHZ,1,usable
846,846_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KLI,BHN,1,usable
846,846_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KLI,BHE,1,usable
846,846_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KLI,BHZ,1,usable
847,847_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMMI,BHN,1,usable
847,847_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMMI,BHE,1,usable
847,847_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMMI,BHZ,1,usable
848,848_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMPI,BHN,1,usable
848,848_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMPI,BHE,1,usable
848,848_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMPI,BHZ,1,usable
849,849_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMSI,BHN,1,usable
849,849_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMSI,BHE,1,usable
849,849_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMSI,BHZ,1,usable
850,850_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KRJI,BHN,1,usable
850,850_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KRJI,BHE,1,usable
850,850_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KRJI,BHZ,1,usable
851,851_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LEM,BHN,1,usable
851,851_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LEM,BHE,1,usable
851,851_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LEM,BHZ,1,usable
852,852_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LRTI,BHN,1,usable
852,852_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LRTI,BHE,1,usable
852,852_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LRTI,BHZ,1,usable
853,853_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LWLI,BHN,1,usable
853,853_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LWLI,BHE,1,usable
853,853_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LWLI,BHZ,1,usable
854,854_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MKBI,BHN,1,usable
854,854_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MKBI,BHE,1,usable
854,854_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MKBI,BHZ,1,usable
855,855_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MPSI,BHN,1,usable
855,855_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MPSI,BHE,1,usable
855,855_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MPSI,BHZ,1,usable
856,856_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MSAI,BHN,1,usable
856,856_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MSAI,BHE,1,usable
856,856_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MSAI,BHZ,1,usable
857,857_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,OBMI,BHN,1,usable
857,857_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,OBMI,BHE,1,usable
857,857_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,OBMI,BHZ,1,usable
858,858_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PBSI,BHN,1,usable
858,858_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PBSI,BHE,1,usable
858,858_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PBSI,BHZ,1,usable
859,859_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PKKI,BHN,1,usable
859,859_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PKKI,BHE,1,usable
859,859_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PKKI,BHZ,1,usable
860,860_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,RGRI,BHN,1,usable
860,860_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,RGRI,BHE,1,usable
860,860_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,RGRI,BHZ,1,usable
861,861_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SDSI,BHN,1,usable
861,861_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SDSI,BHE,1,usable
861,861_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SDSI,BHZ,1,usable
862,862_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SGSI,BHN,1,usable
862,862_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SGSI,BHE,1,usable
862,862_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SGSI,BHZ,1,usable
863,863_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SMKI,BHN,1,usable
863,863_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SMKI,BHE,1,usable
863,863_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SMKI,BHZ,1,usable
864,864_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SRPI,BHN,1,usable
864,864_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SRPI,BHE,1,usable
864,864_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SRPI,BHZ,1,usable
865,865_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,TNG,BHN,1,usable
865,865_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,TNG,BHE,1,usable
865,865_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,TNG,BHZ,1,usable
866,866_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UBSI,BHN,1,usable
866,866_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UBSI,BHE,1,usable
866,866_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UBSI,BHZ,1,usable
867,867_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UWJI,BHN,1,usable
867,867_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UWJI,BHE,1,usable
867,867_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UWJI,BHZ,1,usable
868,868_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WOJI,BHN,1,usable
868,868_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WOJI,BHE,1,usable
868,868_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WOJI,BHZ,1,usable
869,869_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BAJI,BHN,1,usable
869,869_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BAJI,BHE,1,usable
869,869_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BAJI,BHZ,1,usable
870,870_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BKJI,BHN,1,usable
870,870_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BKJI,BHE,1,usable
870,870_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,BKJI,BHZ,1,usable
871,871_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,CSJI,BHN,1,usable
871,871_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,CSJI,BHE,1,usable
871,871_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,CSJI,BHZ,1,usable
872,872_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,GGJI,BHN,1,usable
872,872_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,GGJI,BHE,1,usable
872,872_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,GGJI,BHZ,1,usable
873,873_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JBJI,BHN,1,usable
873,873_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JBJI,BHE,1,usable
873,873_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JBJI,BHZ,1,usable
874,874_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JPJI,BHN,1,usable
874,874_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JPJI,BHE,1,usable
874,874_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JPJI,BHZ,1,usable
875,875_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KBBI,BHN,1,usable
875,875_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KBBI,BHE,1,usable
875,875_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KBBI,BHZ,1,usable
876,876_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KLJI,BHN,1,usable
876,876_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KLJI,BHE,1,usable
876,876_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KLJI,BHZ,1,usable
877,877_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KRSI,BHN,1,usable
877,877_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KRSI,BHE,1,usable
877,877_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KRSI,BHZ,1,usable
878,878_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LLSI,BHN,1,usable
878,878_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LLSI,BHE,1,usable
878,878_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LLSI,BHZ,1,usable
879,879_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LUJI,BHN,1,usable
879,879_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LUJI,BHE,1,usable
879,879_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LUJI,BHZ,1,usable
880,880_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MWPI,BHN,1,usable
880,880_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MWPI,BHE,1,usable
880,880_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,MWPI,BHZ,1,usable
881,881_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,TOJI,BHN,1,usable
881,881_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,TOJI,BHE,1,usable
881,881_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,TOJI,BHZ,1,usable
882,882_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WLJI,BHN,1,usable
882,882_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WLJI,BHE,1,usable
882,882_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WLJI,BHZ,1,usable
883,883_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,IATSM,BHN,1,usable
883,883_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,IATSM,BHE,1,usable
883,883_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,IATSM,BHZ,1,usable
884,884_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JSBFM,BHN,1,usable
884,884_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JSBFM,BHE,1,usable
884,884_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,JSBFM,BHZ,1,usable
885,885_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMBFM,BHN,1,usable
885,885_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMBFM,BHE,1,usable
885,885_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,KMBFM,BHZ,1,usable
886,886_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LBNFM,BHN,1,usable
886,886_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LBNFM,BHE,1,usable
886,886_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LBNFM,BHZ,1,usable
887,887_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LKUCM,BHN,1,usable
887,887_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LKUCM,BHE,1,usable
887,887_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,LKUCM,BHZ,1,usable
888,888_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,NSBMM,BHN,1,usable
888,888_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,NSBMM,BHE,1,usable
888,888_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,NSBMM,BHZ,1,usable
889,889_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PAFM,BHN,1,usable
889,889_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PAFM,BHE,1,usable
889,889_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,PAFM,BHZ,1,usable
890,890_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SWPM,BHN,1,usable
890,890_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SWPM,BHE,1,usable
890,890_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,SWPM,BHZ,1,usable
891,891_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UKCM,BHN,1,usable
891,891_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UKCM,BHE,1,usable
891,891_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,UKCM,BHZ,1,usable
892,892_N,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WSTMM,BHN,1,usable
892,892_E,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WSTMM,BHE,1,usable
892,892_Z,2021-07-01T00:00:00.000000Z,2021-07-30T00:00:00.000000Z,IA,WSTMM,BHZ,1,usable
893,893_N,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,BASI,BHN,1,usable
893,893_E,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,BASI,BHE,1,usable
893,893_Z,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,BASI,BHZ,1,usable
895,895_N,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,BLJI,BHN,1,usable
895,895_E,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,BLJI,BHE,1,usable
895,895_Z,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,BLJI,BHZ,1,usable
897,897_N,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,CNJI,BHN,1,usable
897,897_E,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,CNJI,BHE,1,usable
897,897_Z,2021-08-01T00:00:00.000000Z,2021-08-30T00:00:00.000000Z,IA,CNJI,BHZ,1,usable
